id,lon,lat,age,weight,rainfall,label
151,31.48723088,-25.46293313,1,100,223,1
152,31.51223875,-25.46287401,2,200,35,1
153,31.00177223,-25.46285829,7,700,145,0
154,31.52480982,-25.46280909,13,1300,148,1
155,31.53116226,-25.46278427,31,3100,193,1
156,31.5322725,-25.46270066,20,2000,261,1
157,31.52395047,-25.46235472,36,3600,200,1
158,31.51300723,-25.46230099,5,500,325,1
159,31.48654294,-25.46228121,18,1800,24,1
160,31.53196951,-25.4622571,6,600,299,1
161,31.53307237,-25.46216421,31,3100,149,1
162,31.52312062,-25.4618578,41,4100,64,1
163,31.48575764,-25.46174912,16,1600,330,1
164,31.53278381,-25.46173886,32,3200,100,1
165,31.51375075,-25.46170271,23,2300,47,1
166,31.53387223,-25.46162775,5,500,322,1
167,31.48477979,-25.46161885,29,2900,53,1
168,31.48378602,-25.46158545,8,800,146,1
169,31.48279226,-25.46155203,29,2900,114,1
170,31.48179849,-25.46151862,7,700,200,1
171,31.48080473,-25.46148519,23,2300,187,1
172,31.52229746,-25.46135123,31,3100,243,1
173,31.53435434,-25.4613044,20,2000,55,1
174,31.47985203,-25.46125771,29,2900,105,1
175,31.53359811,-25.46122061,35,3500,192,1
176,31.51442385,-25.46104098,5,500,220,1
177,31.12172548,-25.46095429,34,3400,303,0
178,31.53414234,-25.46087837,20,2000,177,1
179,31.4789516,-25.46087487,12,1200,312,1
180,31.52147431,-25.46084465,4,400,108,1
181,31.47805963,-25.46047574,4,400,96,1
182,31.52061433,-25.46039591,1,100,276,1
183,31.51500424,-25.46030865,4,400,284,1
184,31.47716767,-25.4600766,36,3600,215,1
185,31.51972001,-25.46000111,39,3900,220,1
186,31.47627571,-25.45967745,28,2800,136,1
187,31.5188782,-25.45952155,27,2700,135,1
188,31.51541591,-25.45949227,13,1300,73,1
189,31.47537148,-25.459302,4,400,233,1
190,31.47446378,-25.45893328,26,2600,141,1
191,31.51816687,-25.45890001,12,1200,207,1
192,31.51550601,-25.45859743,9,900,109,1
193,31.47355608,-25.45856456,6,600,136,1
194,31.51760331,-25.45815618,25,2500,126,1
195,31.47267312,-25.45815232,16,1600,207,1
196,31.51552299,-25.45769669,4,400,138,1
197,31.47185228,-25.45764421,17,1700,214,1
198,31.51685774,-25.45757319,30,3000,187,1
199,31.51590513,-25.45734282,11,1100,41,1
200,31.51590513,-25.45734282,40,4000,195,1
201,31.51554862,-25.45733858,19,1900,174,1
202,31.51554862,-25.45733858,36,3600,302,1
203,31.51554862,-25.45733858,25,2500,161,1
204,31.51524554,-25.45733305,26,2600,161,1
205,31.51425841,-25.4572645,26,2600,154,1
206,31.47104667,-25.45711496,24,2400,143,1
207,31.51337497,-25.45687311,32,3200,90,1
208,31.4702072,-25.45663118,18,1800,193,1
209,31.5126867,-25.45622808,8,800,291,1
210,31.46933332,-25.45620127,24,2400,202,1
211,31.46845251,-25.45578225,27,2700,169,1
212,31.51219301,-25.4554487,12,1200,184,1
213,31.46757172,-25.45536323,27,2700,105,1
214,31.46669093,-25.45494421,41,4100,146,1
215,31.51191345,-25.45458552,34,3400,35,1
216,31.46581014,-25.45452518,17,1700,313,1
217,31.46492937,-25.45410615,18,1800,187,1
218,31.4640486,-25.45368711,34,3400,241,1
219,31.511874,-25.45368613,6,600,230,1
220,31.46316783,-25.45326807,21,2100,300,1
221,31.46223861,-25.452991,15,1500,304,1
222,31.46124539,-25.45296962,19,1900,337,1
223,31.51202376,-25.45279604,3,300,26,1
224,31.46031988,-25.45266632,19,1900,107,1
225,31.45948933,-25.4521717,11,1100,281,1
226,31.51241306,-25.45196626,41,4100,14,1
227,31.4585952,-25.45178136,24,2400,199,1
228,31.45763074,-25.45157763,15,1500,334,1
229,31.45663758,-25.45157258,17,1700,14,1
230,31.45566683,-25.45143238,15,1500,289,1
231,31.51288224,-25.4511704,20,2000,215,1
232,31.45480641,-25.45098688,26,2600,131,1
233,31.45398137,-25.45048298,19,1900,267,1
234,31.51330729,-25.45035767,6,600,259,1
235,31.45315634,-25.44997907,1,100,229,1
236,31.51340891,-25.44946298,32,3200,272,1
237,31.45239106,-25.44940751,2,200,163,1
238,31.45183425,-25.44866009,21,2100,218,1
239,31.51336891,-25.44856225,6,600,329,1
240,31.64388545,-25.44797868,6,600,325,0
241,31.45135977,-25.44786672,38,3800,252,1
242,31.51323519,-25.44766833,24,2400,163,1
243,31.45084105,-25.44709764,2,200,324,1
244,31.51308275,-25.44677648,21,2100,226,1
245,31.45020204,-25.44640834,16,1600,219,1
246,31.51306109,-25.44587512,18,1800,47,1
247,31.4495343,-25.44573943,14,1400,64,1
248,31.44885716,-25.4450786,25,2500,287,1
249,31.51319386,-25.4449825,39,3900,134,1
250,31.44814242,-25.44445188,29,2900,92,1
251,31.51353625,-25.44413719,35,3500,229,1
252,31.44739102,-25.44386095,14,1400,114,1
253,31.51402901,-25.4433561,3,300,250,1
254,31.44668713,-25.44322334,21,2100,96,1
255,31.51451964,-25.44257239,19,1900,116,1
256,31.44603532,-25.44254167,24,2400,88,1
257,31.44544293,-25.4418223,8,800,192,1
258,31.51464599,-25.44168607,40,4000,71,1
259,31.51464599,-25.44168607,35,3500,347,1
260,31.51464703,-25.44160132,27,2700,301,1
261,31.4449658,-25.44103026,38,3800,278,1
262,31.51481388,-25.44071306,21,2100,175,1
263,30.98175278,-25.44066485,28,2800,249,0
264,31.44448867,-25.44023822,11,1100,269,1
265,30.9415038,-25.43993355,10,1000,20,0
266,31.51493711,-25.43981744,11,1100,326,1
267,31.51493711,-25.43981744,1,100,323,1
268,31.51493711,-25.43981744,20,2000,347,1
269,31.51782324,-25.4397039,18,1800,125,1
270,31.51683038,-25.43967888,40,4000,293,1
271,31.51404647,-25.43956418,31,3100,305,1
272,31.51585812,-25.43950226,6,600,334,1
273,31.51306081,-25.43946899,38,3800,172,1
274,31.5187634,-25.43946773,20,2000,63,1
275,31.51206932,-25.43940143,38,3800,129,1
276,31.44420612,-25.43938804,8,800,288,1
277,31.51108453,-25.43928632,19,1900,277,1
278,31.51493541,-25.43916766,18,1800,246,1
279,31.51493541,-25.43916766,34,3400,222,1
280,31.51493541,-25.43916766,8,800,268,1
281,31.51013174,-25.43902883,17,1700,304,1
282,31.51956557,-25.43893995,30,3000,267,1
283,31.52197177,-25.43880412,25,2500,51,1
284,31.50921085,-25.43869377,24,2400,166,1
285,31.52292046,-25.43860368,31,3100,324,1
286,32.02195793,-25.43857924,41,4100,282,0
287,31.44457165,-25.43857564,7,700,257,1
288,31.52027639,-25.43830869,6,600,104,1
289,31.51487472,-25.43826848,3,300,222,1
290,31.50833738,-25.43826612,31,3100,217,1
291,31.52120306,-25.43826051,39,3900,347,1
292,31.52383063,-25.43824028,41,4100,114,1
293,31.52474079,-25.43787688,7,700,53,1
294,31.50750592,-25.43777146,33,3300,54,1
295,31.44475466,-25.43776807,39,3900,96,1
296,31.52565095,-25.43751347,11,1100,285,1
297,31.51470404,-25.43737927,41,4100,122,1
298,31.50382365,-25.43732448,19,1900,161,1
299,31.50668487,-25.4372623,38,3800,128,1
300,31.52659545,-25.4372386,22,2200,62,1
301,31.50479996,-25.43720443,25,2500,51,1
302,31.50287177,-25.43707477,29,2900,95,1
303,31.44421826,-25.43700795,39,3900,235,1
304,31.5275555,-25.43700378,1,100,95,1
305,31.50575842,-25.437003,19,1900,270,1
306,31.50190862,-25.43687995,27,2700,318,1
307,31.5009195,-25.43678838,2,200,68,1
308,31.52851968,-25.43678364,1,100,222,1
309,31.49993037,-25.43669682,34,3400,341,1
310,31.49895069,-25.43655163,11,1100,146,1
311,31.51452743,-25.43649084,17,1700,177,1
312,31.52941274,-25.43641444,8,800,262,1
313,31.49801743,-25.43627801,33,3300,325,1
314,31.4437233,-25.43622667,35,3500,153,1
315,31.64677702,-25.4360445,3,300,169,0
316,31.53030034,-25.43602055,33,3300,218,1
317,31.53127053,-25.43583743,4,400,218,1
318,31.53225522,-25.43571252,12,1200,87,1
319,31.49729892,-25.4356659,19,1900,133,1
320,31.51437491,-25.43559872,25,2500,265,1
321,31.53323991,-25.4355876,36,3600,178,1
322,31.4432868,-25.43541555,15,1500,271,1
323,31.53416912,-25.43528199,27,2700,142,1
324,31.74143161,-25.43502911,21,2100,260,0
325,31.4969288,-25.43483107,31,3100,192,1
326,31.2433858,-25.43478365,32,3200,237,0
327,31.51438598,-25.43469696,18,1800,218,1
328,31.53485723,-25.43463485,20,2000,234,1
329,31.44296915,-25.43456952,36,3600,147,1
330,31.5356658,-25.43411391,1,100,302,1
331,31.49664306,-25.43397009,16,1600,341,1
332,31.51441025,-25.43379442,11,1100,104,1
333,31.53654253,-25.43368814,3,300,307,1
334,31.44297475,-25.43366726,15,1500,85,1
335,31.49596819,-25.43336242,2,200,29,1
336,31.49498107,-25.43331435,7,700,113,1
337,31.49400852,-25.43319876,9,900,172,1
338,31.53735613,-25.43317001,2,200,78,1
339,31.51457153,-25.43290803,22,2200,144,1
340,31.44299552,-25.43276467,16,1600,14,1
341,31.49322763,-25.43266686,15,1500,208,1
342,31.53816537,-25.43264552,28,2800,92,1
343,31.44300277,-25.4324452,10,1000,212,1
344,31.44300277,-25.4324452,6,600,107,1
345,31.44300277,-25.4324452,12,1200,239,1
346,31.44390438,-25.43237154,24,2400,78,1
347,31.53897461,-25.43212102,25,2500,242,1
348,31.51480177,-25.43202976,25,2500,182,1
349,31.49288864,-25.43182367,8,800,140,1
350,31.44465224,-25.43180547,29,2900,322,1
351,31.53978383,-25.43159652,10,1000,332,1
352,31.44293829,-25.43154588,33,3300,27,1
353,31.44936992,-25.43136636,13,1300,266,1
354,31.44541808,-25.43124797,26,2600,238,1
355,31.44958994,-25.43118949,6,600,212,1
356,31.51510166,-25.43117,16,1600,294,1
357,31.54061208,-25.43109757,17,1700,301,1
358,31.44639435,-25.43107737,25,2500,287,1
359,31.44285495,-25.43104087,21,2100,290,1
360,31.44285495,-25.43104087,19,1900,40,1
361,31.44737705,-25.43094288,35,3500,192,1
362,31.49270389,-25.4309372,29,2900,246,1
363,31.44836281,-25.43082561,37,3700,341,1
364,31.44934856,-25.43070834,1,100,136,1
365,31.54144997,-25.43061161,17,1700,196,1
366,31.45033432,-25.43059106,7,700,63,1
367,31.45033432,-25.43059106,28,2800,185,1
368,31.45033432,-25.43059106,16,1600,320,1
369,31.51539882,-25.4303089,20,2000,67,1
370,31.49217999,-25.43017641,3,300,246,1
371,31.44278863,-25.43015032,33,3300,337,1
372,31.54229054,-25.43012966,41,4100,317,1
373,31.45085843,-25.42994604,41,4100,278,1
374,31.44290608,-25.42990752,8,800,15,1
375,31.44290608,-25.42990752,32,3200,268,1
376,31.44290608,-25.42990752,40,4000,20,1
377,31.43996251,-25.42983773,9,900,257,1
378,31.54315368,-25.42968162,34,3400,40,1
379,31.4390134,-25.42967293,12,1200,70,1
380,31.44085297,-25.42944508,12,1200,282,1
381,31.5156234,-25.42943048,12,1200,16,1
382,31.4918035,-25.42935916,16,1600,112,1
383,31.54401889,-25.42923707,24,2400,303,1
384,31.44345235,-25.42918209,19,1900,71,1
385,31.44345235,-25.42918209,33,3300,202,1
386,31.44345235,-25.42918209,3,300,316,1
387,31.45054227,-25.42912049,3,300,184,1
388,31.44253348,-25.42910346,17,1700,71,1
389,31.43828822,-25.42906599,2,200,264,1
390,31.44168857,-25.42895595,7,700,153,1
391,31.54491072,-25.42883841,28,2800,154,1
392,31.44261305,-25.42873082,34,3400,295,1
393,31.44261305,-25.42873082,18,1800,212,1
394,31.44261306,-25.42873081,37,3700,133,1
395,31.44261306,-25.42873081,21,2100,191,1
396,31.44261306,-25.42873081,13,1300,262,1
397,31.44261306,-25.42873081,4,400,96,1
398,31.44968503,-25.42867736,13,1300,232,1
399,31.51571089,-25.42853164,13,1300,159,1
400,31.44411566,-25.42852206,24,2400,340,1
401,31.44411704,-25.42852103,36,3600,73,1
402,31.44411704,-25.42852103,14,1400,24,1
403,31.44411704,-25.42852103,2,200,184,1
404,31.5458329,-25.42850359,11,1100,285,1
405,31.49167801,-25.42846376,8,800,52,1
406,31.43756346,-25.42845419,14,1400,286,1
407,31.44875749,-25.42835245,23,2300,51,1
408,31.44503577,-25.42817985,14,1400,190,1
409,31.54674964,-25.42815576,16,1600,179,1
410,31.4367062,-25.42800073,31,3100,30,1
411,31.44784848,-25.42799279,35,3500,313,1
412,31.44597435,-25.42788447,2,200,207,1
413,31.44261243,-25.42783415,18,1800,305,1
414,31.54764239,-25.42775958,13,1300,120,1
415,31.44406115,-25.42771419,34,3400,120,1
416,31.51570466,-25.42762885,41,4100,41,1
417,31.49159845,-25.42756385,18,1800,65,1
418,31.44687066,-25.42749579,34,3400,97,1
419,31.44975852,-25.42741599,3,300,118,1
420,31.43606414,-25.42740217,12,1200,19,1
421,31.44968986,-25.42734304,4,400,326,1
422,31.54848989,-25.42729009,14,1400,246,1
423,31.44727469,-25.42728142,3,300,145,1
424,31.44727469,-25.42728142,36,3600,53,1
425,31.44727469,-25.42728142,37,3700,209,1
426,31.44485787,-25.42718443,6,600,284,1
427,31.44981777,-25.42715664,13,1300,171,1
428,31.44908843,-25.42694847,14,1400,282,1
429,31.44908843,-25.42694847,13,1300,71,1
430,31.44908843,-25.42694847,1,100,21,1
431,31.44819084,-25.42693551,26,2600,300,1
432,31.44253903,-25.42693393,1,100,304,1
433,31.54929555,-25.42676299,41,4100,99,1
434,31.4912732,-25.42673787,13,1300,347,1
435,31.51564718,-25.42672766,20,2000,38,1
436,31.4455932,-25.42667169,17,1700,337,1
437,31.43632161,-25.42653873,22,2200,274,1
438,31.44998936,-25.42628196,29,2900,137,1
439,31.44643842,-25.42622652,30,3000,291,1
440,31.55004066,-25.42616645,25,2500,102,1
441,31.49057078,-25.42609899,31,3100,15,1
442,31.44893966,-25.42605585,8,800,10,1
443,31.44245616,-25.42603429,12,1200,107,1
444,31.447202,-25.42597153,31,3100,232,1
445,31.447202,-25.42597153,30,3000,317,1
446,31.447202,-25.42597153,36,3600,328,1
447,31.51558438,-25.42582667,37,3700,86,1
448,31.43684814,-25.42578028,1,100,293,1
449,31.44816969,-25.42576467,36,3600,204,1
450,31.44828866,-25.42573924,28,2800,231,1
451,31.44828866,-25.42573924,11,1100,265,1
452,31.44828866,-25.42573924,4,400,323,1
453,31.44886684,-25.42561895,34,3400,159,1
454,31.44886684,-25.42561895,16,1600,329,1
455,31.44886684,-25.42561895,29,2900,27,1
456,31.44887191,-25.42561633,36,3600,105,1
457,31.55072114,-25.42550824,21,2100,112,1
458,31.44981664,-25.42540298,7,700,66,1
459,31.44643117,-25.42540141,30,3000,336,1
460,31.48999682,-25.42536444,33,3300,241,1
461,31.43762419,-25.42523175,7,700,88,1
462,31.44234829,-25.42513807,36,3600,237,1
463,31.44595122,-25.42504643,11,1100,132,1
464,31.44955113,-25.42497612,8,800,179,1
465,31.44955113,-25.42497612,9,900,162,1
466,31.44955113,-25.42497612,26,2600,11,1
467,31.51546374,-25.42493053,24,2400,303,1
468,31.43855876,-25.42492794,40,4000,145,1
469,31.44816304,-25.42485137,38,3800,163,1
470,31.55137295,-25.42482654,38,3800,39,1
471,31.43952721,-25.42472721,18,1800,69,1
472,31.88350329,-25.424657,37,3700,115,0
473,31.48951493,-25.42457601,32,3200,247,1
474,31.44050647,-25.42457164,6,600,169,1
475,31.45094883,-25.42452138,21,2100,338,1
476,31.45022338,-25.42445437,25,2500,91,1
477,31.44148572,-25.42441605,4,400,260,1
478,31.44808754,-25.42436479,17,1700,235,1
479,31.44229195,-25.42423674,1,100,92,1
480,31.55201646,-25.42413869,18,1800,193,1
481,31.51534311,-25.4240344,40,4000,227,1
482,31.44227871,-25.42402487,3,300,223,1
483,31.44227871,-25.42402487,26,2600,270,1
484,31.44227871,-25.42402487,16,1600,74,1
485,31.48918918,-25.42372717,20,2000,173,1
486,31.55262032,-25.4234215,36,3600,90,1
487,31.51522249,-25.42313826,25,2500,59,1
488,31.4423982,-25.42312863,27,2700,82,1
489,31.47172968,-25.42298478,28,2800,41,1
490,31.47272346,-25.42296953,8,800,170,1
491,31.47371637,-25.42293086,39,3900,261,1
492,31.4707383,-25.42291775,29,2900,335,1
493,31.4747074,-25.42286147,21,2100,80,1
494,31.48902164,-25.42283729,22,2200,230,1
495,31.46974909,-25.42282964,32,3200,139,1
496,31.47569295,-25.42274312,16,1600,70,1
497,31.36733941,-25.42272323,26,2600,164,0
498,31.46876385,-25.42271477,41,4100,328,1
499,31.55318765,-25.42268027,22,2200,292,1
500,31.47667256,-25.42259111,24,2400,301,1
501,31.44247373,-25.42255943,35,3500,39,1
502,31.44247373,-25.42255943,24,2400,102,1
503,31.46779643,-25.42250693,16,1600,44,1
504,31.46681532,-25.42243478,16,1600,215,1
505,31.46582693,-25.42243452,10,1000,232,1
506,31.47764954,-25.42242417,37,3700,311,1
507,31.47862497,-25.42225104,1,100,262,1
508,31.51519507,-25.4222363,10,1000,290,1
509,31.46493048,-25.42205016,32,3200,22,1
510,31.47958051,-25.4220033,30,3000,340,1
511,31.4888541,-25.4219474,24,2400,45,1
512,31.55375016,-25.42193586,1,100,181,1
513,31.48051019,-25.42168464,33,3300,131,1
514,31.44250237,-25.42165702,18,1800,253,1
515,31.46413571,-25.42150987,8,800,275,1
516,31.51523639,-25.42133445,2,200,68,1
517,31.48137951,-25.42124764,5,500,288,1
518,31.55426519,-25.42116427,18,1800,184,1
519,31.48853944,-25.42109623,21,2100,231,1
520,31.46339923,-25.42090687,35,3500,258,1
521,31.48224513,-25.42080371,25,2500,58,1
522,31.44248734,-25.42075691,10,1000,40,1
523,31.51547182,-25.42045857,12,1200,27,1
524,31.48791535,-25.42039452,3,300,210,1
525,31.48312104,-25.42037921,1,100,121,1
526,31.55436019,-25.42028771,23,2300,79,1
527,31.46275699,-25.4202198,41,4100,196,1
528,31.48404337,-25.42004239,28,2800,148,1
529,31.44226944,-25.41987851,40,4000,29,1
530,31.48500283,-25.41981637,4,400,277,1
531,31.48598877,-25.41971071,33,3300,104,1
532,31.48698269,-25.4196958,12,1200,58,1
533,31.48747557,-25.41960989,14,1400,50,1
534,31.48747557,-25.41960989,8,800,57,1
535,31.48747557,-25.41960989,8,800,346,1
536,31.51577183,-25.41959785,30,3000,171,1
537,31.46215604,-25.41950065,6,600,140,1
538,31.14039418,-25.41940373,21,2100,303,0
539,31.55418252,-25.41939943,4,400,174,1
540,31.44189961,-25.41904053,35,3500,25,1
541,31.46154832,-25.41878666,41,4100,129,1
542,31.51587363,-25.41870837,30,3000,219,1
543,31.48745245,-25.41870818,31,3100,166,1
544,31.55406097,-25.41850369,25,2500,122,1
545,31.4597982,-25.41827439,22,2200,247,1
546,31.46077829,-25.41824092,35,3500,304,1
547,31.45882966,-25.41821316,20,2000,290,1
548,31.44155922,-25.41819236,7,700,250,1
549,31.45784066,-25.41814753,2,200,185,1
550,31.55406988,-25.41813458,36,3600,53,1
551,31.55406988,-25.41813458,1,100,323,1
552,31.55406988,-25.41813458,41,4100,162,1
553,31.55403915,-25.41813183,26,2600,150,1
554,31.45698463,-25.41785435,2,200,183,1
555,31.45698463,-25.41785435,21,2100,53,1
556,31.51576847,-25.41781283,3,300,35,1
557,31.48738844,-25.41780826,31,3100,205,1
558,31.55318676,-25.4177281,33,3300,317,1
559,31.63220403,-25.41760989,21,2100,229,0
560,31.4412576,-25.41733456,3,300,338,1
561,31.55425288,-25.41725161,1,100,200,1
562,31.45725792,-25.41708329,2,200,287,1
563,31.55254355,-25.41704164,39,3900,130,1
564,31.51559715,-25.41692353,40,4000,138,1
565,31.4872261,-25.41691912,32,3200,259,1
566,31.55479846,-25.41650478,10,1000,73,1
567,31.44112919,-25.41644098,2,200,338,1
568,31.55205661,-25.41625592,15,1500,104,1
569,31.45747679,-25.41620531,18,1800,49,1
570,31.48692326,-25.41606068,16,1600,257,1
571,31.51542583,-25.41603423,33,3300,254,1
572,31.55548603,-25.41585295,3,300,270,1
573,31.44106433,-25.41554034,11,1100,11,1
574,31.55155801,-25.41547569,5,500,224,1
575,31.45742694,-25.41530527,7,700,297,1
576,31.55623576,-25.41526009,13,1300,44,1
577,31.48665112,-25.41520518,20,2000,279,1
578,31.51527467,-25.41514209,7,700,318,1
579,31.44474445,-25.41508691,12,1200,11,1
580,31.44381761,-25.41495376,23,2300,103,1
581,31.55091096,-25.41479821,32,3200,137,1
582,31.45317139,-25.41479166,13,1300,251,1
583,31.44565548,-25.41472854,22,2200,69,1
584,31.45413983,-25.41465045,6,600,115,1
585,31.4409457,-25.41464502,22,2200,161,1
586,31.55695989,-25.4146423,23,2300,289,1
587,31.45220505,-25.41462424,36,3600,92,1
588,31.45220505,-25.41462424,14,1400,300,1
